workclass,education,marital_status,occupation,race,sex,income_bracket
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Black, Female, <=50K
 Private, HS-grad, Married-AF-spouse, Craft-repair, Black, Female, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Without-pay, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Tech-support, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 ?, HS-grad, Married-AF-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, Black, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, <=50K
 Private, HS-grad, Married-AF-spouse, Other-service, White, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, >50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Other, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Other, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Without-pay, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 State-gov, HS-grad, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Black, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Tech-support, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-AF-spouse, Other-service, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Female, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Female, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, >50K
